source_index,true_label,correct_seed_count,predicted_right_seed_count,unanimous_prediction,final_score_seed_sd,f1_score_seed_sd,f2_score_seed_sd,f3_score_seed_sd
78,1,3,3,1,0.6862138515305629,0.4853605199578907,0.6699413077604056,0.16556269800585954
79,1,3,3,1,0.5167105934047705,0.3443042512401763,0.6359247753683638,0.13911488822327261
80,0,3,0,1,0.20039050034112524,0.5210534824190562,0.2123530389653625,0.04553577119502816
81,1,3,3,1,0.9225580363266823,0.5198643934262259,0.6986900927707174,0.2573209241389157
82,0,0,3,1,0.4739592596739587,0.3534923241153739,0.5519789757798955,0.16931845181276897
83,1,3,3,1,1.3894971509981966,0.6298507141560258,1.0405372717427077,0.3479420957707085
84,1,3,3,1,0.89556130466566,0.3252374778332108,0.8083554774145276,0.30129633807198986
85,1,3,3,1,0.5772271366467557,0.5664966072701475,0.37525709636817045,0.27418372618233794
86,1,3,3,1,0.44174603848521177,0.22964494967412288,0.14362663889355326,0.3866892376308659
87,1,0,0,1,0.32369381864095986,0.8293753349290902,0.4730545536729497,0.2080688926804146
88,1,3,3,1,1.2892774644964382,0.32200331206258664,1.1438135473476305,0.5781628910992563
89,1,2,2,0,1.4564577157923397,0.8031154406683362,0.6660529654593349,0.5909044705101222
90,1,3,3,1,0.7761820501474382,1.1534046683453807,0.6192524962784002,0.3181644430636247
91,1,3,3,1,0.6389370369065898,0.5682454620229799,0.5217809195370452,0.33148397678423586
92,0,3,0,1,1.0175448837287022,0.18039169026892063,0.8406758288127812,0.4213148022090724
93,0,3,0,1,0.5720906251442054,0.3766493273406906,0.2580767267355269,0.44237386073730395
94,0,3,0,1,2.023223045300504,0.10421540667236666,1.9272540737921586,0.39696314101093627
95,0,1,2,0,0.7317623209557068,1.0214297999406048,0.3345220957526745,0.2341501610679178
96,1,3,3,1,0.3166201765405417,0.7019756317279943,0.15547910590921304,0.4782536185347514
97,1,3,3,1,0.26025160961168137,0.14376250137968505,0.28078724991822107,0.08343081649939142
98,1,3,3,1,0.6767408631809482,0.27867101213307904,1.6060949479757993,0.7994587918212641
99,0,3,0,1,0.4993225301641462,0.4949643512803919,0.47218239905159753,0.46883207909920704
100,1,3,3,1,0.22400724882592968,0.4325112063821736,0.5279132424189916,0.4399954032722601
101,1,3,3,1,0.9571438525582704,0.5478755122323814,1.2595119701026216,0.10011164298618203
102,1,0,0,1,0.5449440141172565,0.25450367213065617,0.7559482396345968,0.29220815788346355
103,0,3,0,1,0.6851393475655192,0.6448160736377425,0.5212607047727298,0.6793167091901223
104,1,1,1,0,0.5643746700104194,0.9594442501394795,0.22531854483890135,0.10545924589527045
105,0,3,0,1,0.5351916281715973,0.41247769460222233,0.3263233998806393,0.5144015799455489
106,1,3,3,1,0.5825961799688684,0.26639645162758313,0.14698003202017806,0.627601718988393
107,1,3,3,1,0.7090715441937074,0.2733300977730665,0.9402111654800098,0.3801865074097737
108,1,3,3,1,0.24514926289947297,0.26784040955611654,0.46868615670096675,0.33633669750591905
109,0,3,0,1,0.12742207300616015,0.9717528354689507,0.3760974732718973,0.4481347308201676
110,1,1,1,0,0.6062420819232078,0.8701139400366271,0.6812916932307653,0.25003805474716273
111,0,2,1,0,0.3347323305414919,0.7621189526872344,0.5893470407948719,0.13708665348000595
112,1,3,3,1,1.6782523714639808,0.36627410230695284,1.664679165315914,0.4994802012442183
113,0,3,0,1,0.5683424667444589,0.4661831349917078,0.6042414264907592,0.444357146591941
114,0,3,0,1,1.0990506566628566,0.3651036114297082,0.4455321384682007,0.6051614306904174
115,0,2,1,0,0.5098429702525904,0.3097639625547171,0.5717926093257899,0.2960207596237825
116,1,0,0,1,0.6656241229232894,0.9918141660491797,1.2385082543614194,0.6305923954882388
117,0,3,0,1,0.8368587331458236,1.3581358688069802,0.5196126436454195,0.20175721358504178
118,0,1,2,0,0.6734648988202597,0.47510817928855315,0.871830194365087,0.24412749536246736
119,1,3,3,1,1.3203106846517578,0.18380245044274432,0.7891389927840593,0.9502631472424939
120,1,3,3,1,0.4335679952156165,0.4140963644561911,0.2569349433942522,0.3135802527107822
121,1,3,3,1,0.5031909118044596,0.31289023246575814,0.6139301543930098,0.14906111745904618
122,1,3,3,1,0.2409593662158581,0.3495390677630663,0.1337938139940508,0.1377225372823788
123,0,3,0,1,1.499625165899034,1.7564801083274924,1.9132890898027928,0.04688051975682887
124,1,3,3,1,0.8422306408289271,0.529988464635489,0.5322040803133755,0.7264173460743953
125,1,3,3,1,0.3109070487412598,0.2517604470083471,0.5216099524837446,0.0908895791364676
126,0,3,0,1,0.47414883512734474,0.9587846043180595,0.26808531280383785,0.5378492672955313
127,0,2,1,0,1.188303810182193,0.5126049370661357,1.1843856641616712,0.2955678089163316
128,1,3,3,1,0.9097312058017367,0.34678970026838957,1.5357599777575797,0.5385358779621551
129,1,3,3,1,0.4828304610331468,0.9704454314679978,0.36080304846619154,0.6633280449005579
130,1,3,3,1,0.3237553494274298,0.25286587003912386,0.2842816159334293,0.159088915062972
131,1,3,3,1,0.2652270320099319,0.3677658536301811,0.5243441517017327,0.08359453824754604
132,1,3,3,1,0.25296140629656255,0.4988705680541522,0.08145576657849625,0.15396988496671163
133,0,2,1,0,0.5601527338224948,0.45055253341638757,0.6300744147452415,0.2787743044534465
134,0,0,3,1,0.722666210134107,0.5071807665865389,0.9776113718822562,0.6823363965863926
135,0,3,0,1,0.3703962713330234,0.14400058433756202,0.505123399637086,0.4746393383809804
136,0,3,0,1,0.7766916433338582,0.7175496042333075,0.5670119755358135,0.181324919472595
137,1,3,3,1,0.507244183816618,0.32126085570053514,0.34927988911096863,0.6245986377243973
138,1,3,3,1,0.6995203860275512,0.3896841753863366,0.38105327814777534,0.7630188302692484
139,0,3,0,1,0.25088220821973733,0.3104570732975105,0.12551506150963604,0.5231376591592881
140,1,2,2,0,1.4609627875150109,0.5103660871675896,0.9237233619713214,0.8679705123070461
141,1,3,3,1,1.2874188027686582,0.2334045425380125,1.635979737323283,0.2624579144383518
142,1,3,3,1,0.8782815995318182,1.1722337033260908,1.07753684236916,0.7036511373937984
143,1,3,3,1,0.6736401856234409,1.7721397906580623,0.4387167485275826,0.39382961378259335
144,1,3,3,1,0.39047672579499165,0.7807715800907934,0.37721426921276907,0.4437995706939564
145,1,3,3,1,0.6871512351971563,0.6353794919523765,0.8202388325114272,0.16497226604574472
146,1,3,3,1,0.57474460067358,0.31937117107263135,0.41755099154317243,0.7152070843988029
147,0,3,0,1,0.6612842777728297,0.22161487714977446,0.5253784186294458,0.28291811136731093
148,0,0,3,1,0.5357362516809436,0.6441597049321641,0.522793625087344,0.17629076078886738
149,0,3,0,1,0.1568490058436134,0.466777033296498,0.3273188641034679,0.3664260864683621
150,1,3,3,1,1.3924535393384267,0.5155240688901287,2.0317550672070923,0.34734761349332927
151,1,3,3,1,1.0656185725177463,0.047903309517525125,0.7797687104723577,0.5773949146689117
152,0,0,3,1,0.21727463537383118,0.45752675106536844,0.23304308153903835,0.3211912263762155
153,0,2,1,0,1.389339488234562,0.33296560138995185,0.7380530236260551,0.8159467426500101
154,1,3,3,1,0.672767884319964,0.36967950691005264,0.5874361257539784,0.15915241039277453
155,1,1,1,0,0.9671247995927904,0.4104412380055244,0.6350462629976502,0.7981605431540304
156,0,3,0,1,0.9441700373586333,0.2735362008124409,0.6880957349268819,0.23206687550653893
157,0,2,1,0,0.36838333359974706,0.09330313793634507,0.4765444555844146,0.08007507712873736
158,0,3,0,1,0.20495150613629368,0.27347265573358503,0.08894559855427066,0.375936879768569
159,0,1,2,0,1.419591657416901,0.17773169945008896,1.984265103397853,0.43543548283466804
160,0,0,3,1,0.9104617534072367,0.6309290888335027,0.619091888772153,0.19402788055566392
161,1,3,3,1,0.7573011825846985,0.33377369758452724,0.5975853269986706,0.7729391171725899
162,1,1,1,0,1.075708014592728,1.3425943269991598,0.9673209959469197,0.9329975799344945
163,1,3,3,1,1.269580012768525,0.11352378042542308,0.5661317901062787,0.8000824911025232
164,1,3,3,1,0.3541299988843135,0.12912354017235256,0.8547171846540057,0.5997307611528738
165,1,3,3,1,1.5626926358398046,0.7174198543286662,0.79550388861252,0.6606672500461319
166,1,3,3,1,0.5800975777664445,0.0645725731386439,0.620966283409591,0.3006998017742928
167,0,3,0,1,0.4847382767745631,0.8476436580619782,0.7685150453095142,0.3793073428383738
168,1,3,3,1,1.091173750105118,0.3374642876352287,0.4236640192793842,0.8333547843708582
169,0,3,0,1,0.5596322222419765,0.37652906017671817,0.38571517458907656,0.3874979817031454
170,1,3,3,1,0.10877790251223217,0.10545649435521727,0.5302403619886221,0.5387739569791788
171,1,3,3,1,1.5049247895523064,0.23408416118716888,1.256138519011977,0.6026862344391802
172,0,1,2,0,0.3319353770224429,0.7472126946306772,0.10724557563931865,0.6303522690504667
173,1,3,3,1,0.037013273599607995,0.2027340662559421,0.15689649271303183,0.3086440669798588
174,0,3,0,1,0.8143149244209771,0.4578892762366284,0.29627065366925626,0.5640886437162627
175,0,3,0,1,1.063541707782729,0.4842902607193686,0.5935836934225506,0.3522931158220061
176,1,3,3,1,0.5965346161365623,0.22051573621742696,0.9910376060600374,0.44456373124264503
177,1,2,2,0,0.8802334540243891,0.2571043799945168,0.7110563834517136,0.34401874781054875
178,1,1,1,0,1.6958319244701765,0.9398131976681765,1.835922404914475,0.3687683836235361
179,0,3,0,1,1.1865357860818326,0.1529932380482487,1.2401307828060093,0.31877172605852944
180,0,3,0,1,1.528582032791868,0.8510491659574958,1.0144370673903371,0.6155435650095534
181,1,3,3,1,0.4978974992859993,1.2481318386696731,0.4899433662773428,0.3038341658224518
182,0,3,0,1,0.3236334697980188,0.9121775545102337,0.19175031695388797,0.22673730088861183
183,0,3,0,1,0.5494116683277259,1.0569415287908597,0.5827547521742864,0.06673011212285937
184,0,3,0,1,0.9000272346356945,0.4878640046454988,1.2179426233982809,0.5052203304401008
185,0,3,0,1,1.5623816431636468,0.4691531682689799,0.9664598484739577,0.4549204895390593
186,0,2,1,0,1.0903677206372495,0.4200221886172739,1.1582767049123632,0.32914389842279335
187,1,3,3,1,1.1849294228055482,0.48325706187533013,0.8521005735270641,0.5631158850455942
188,1,3,3,1,0.9703701816797315,0.562772430430446,1.206151038263938,0.2279399990034195
189,0,3,0,1,0.4135612296440456,0.6024946240624169,0.1854048270098401,0.27191209948644957
190,0,3,0,1,0.08232395873490307,1.1123907387159704,1.1065267593801802,0.5037033796189692
191,0,3,0,1,0.2335571583620638,0.9598433494270182,0.1674706233081587,0.4209157037532139
192,0,0,3,1,0.7997432926419543,0.3578956402609622,0.6896929096286589,0.6278789042874473
193,1,3,3,1,0.6371827307231377,0.6786874730259802,0.1690006627713721,0.736799771666635
194,0,3,0,1,2.2225416128017694,1.0000580876763894,0.8866828068329077,1.0406523929164635
195,0,3,0,1,1.0909310747812182,1.3021154167984454,0.8521970036525369,0.2589657144311988
196,0,2,1,0,1.3925079147970953,0.5253963306419912,0.7686747139580877,0.9016618562880144
197,1,3,3,1,0.5628272791925953,0.5245068817169735,0.6072309283006796,0.22314663116380498
198,0,3,0,1,0.95572128927675,0.4756721017159369,0.8933907633080524,0.7336872983264271
199,0,3,0,1,0.3317787732742405,0.2899519280694033,0.5439625488813317,0.26620529789878955
200,1,3,3,1,0.20772475315136144,0.31470738953851274,0.011437134048833317,0.14950604121123934
201,0,3,0,1,0.2983727069005731,0.6733672381437898,0.31257324619438903,0.24770559887655558
202,0,2,1,0,0.5183350344825391,0.9128836241456354,0.3515682796580925,0.5855374320851674
203,0,3,0,1,0.26268625027700815,0.7164302086999688,0.34658626696842804,0.18391235385290505
204,1,3,3,1,0.5541053854396027,0.3590526923417914,0.4672137449030539,1.0450876763357648
205,1,2,2,0,0.9807937277113827,0.6461294130943502,0.6679641830011463,0.4157122823881757
206,1,3,3,1,0.4234616153536979,0.23753095142932182,0.6296545204766142,0.39435073662088654
207,0,3,0,1,0.053499461637779126,0.3975452228192262,0.484062474541167,0.5225220226040377
208,0,3,0,1,0.9045288421814313,0.4642927388853145,0.999225667599839,0.16729807732374902
209,0,3,0,1,0.9704939345393132,0.821232953544137,0.36627029911694003,0.4652114486699593
210,1,3,3,1,0.09791335834042854,0.9217310862565061,0.6567913199655312,0.40371141753655176
211,1,3,3,1,0.11837123908165685,0.4312212325835235,0.4179240191890567,0.20753231987109258
212,1,3,3,1,0.8597772156312026,0.304278293701768,1.056683890708211,0.4464360646263345
213,0,3,0,1,0.2392620385691922,0.6768040284185132,0.36086898654180655,0.2900241536464158
214,0,3,0,1,0.568508914501673,1.6133349738971412,1.184935836041466,0.6928497949136434
215,0,3,0,1,1.9896050059169725,0.24759016878538972,1.98596854367701,0.34462746011690343
216,1,1,1,0,0.9556921823220771,0.08164265479910034,0.9345632861609148,0.10407401184328369
217,0,3,0,1,0.31585112360542106,1.3259829989411274,0.4831253971777565,0.23539964476019418
218,1,1,1,0,1.6136916324377264,1.1534399381746885,1.4128885952353847,0.844080042427356
219,1,3,3,1,2.000211622683429,0.4261700676755159,1.8378208767896314,0.4650696178878901
220,1,1,1,0,0.5280230668875122,0.33769433680530536,0.7627521213537131,0.28583141950591573
221,1,3,3,1,0.34846839760688475,0.8311584833814373,0.36214617568596524,0.21125425651022517
222,1,3,3,1,0.5117133051302252,0.8924418549385018,0.6133705474946421,0.3184408834194645
223,1,2,2,0,1.1251646037727723,0.7372292839094788,0.779404416154286,0.5058957062592039
224,1,3,3,1,0.4730366935541516,0.764641438240989,0.1739533361923227,0.28003326393294814
225,0,3,0,1,0.2649021519321254,0.10279047766269694,0.737091823112478,0.509531080928121
226,1,3,3,1,0.5542082801261375,0.7991136333737566,0.45334738035840444,0.3502243472478371
227,0,0,3,1,0.7047563068243827,0.2728430847441483,0.562381791464542,0.21986113446794844
228,0,3,0,1,0.6018466298211361,0.27249322972385603,0.5102735901405616,0.3852801341171059
229,0,3,0,1,1.1253011281117131,0.3241104000876339,0.9279851845279703,0.37470356476772404
230,1,3,3,1,1.1304962041226634,0.7974834870218109,0.6879260525193298,0.44698446464184344
231,0,3,0,1,0.5759370626855855,0.6171554389971494,0.06638994463852109,0.40199569926455264
232,1,0,0,1,0.050723349520149966,0.3323624412608284,0.34125337508681447,0.40352527721879505
233,1,2,2,0,0.784843442612359,0.11908227405610641,0.9124692651952003,0.1185438155220744
234,1,3,3,1,0.13498303170601503,0.5718417144161666,0.7466557821350465,0.1444338202024699
235,0,3,0,1,1.3379706647272107,0.22531589705425753,0.9453117953268273,0.6071363056152651
236,1,3,3,1,0.28713900985420876,0.6634866236865209,0.311267374607063,0.2138455573547244
237,1,3,3,1,0.9670078467339059,0.3589304117733404,0.5297780772267997,0.4274559414661178
238,0,3,0,1,1.004200616272834,0.16363123745412245,0.42990089127522213,0.7987099924079354
239,0,3,0,1,0.3851657105541811,0.5207088824495312,0.292010476898153,0.4611012909864498
240,0,3,0,1,0.4552424165254315,0.25207297305746207,0.7557053584148584,0.3220145430113018
241,1,3,3,1,0.6847106544560434,0.4079452870186745,0.8579138427327752,0.36847709525201283
242,1,3,3,1,0.13862178493133742,0.38626725375334797,0.270307709052563,0.1305234523141053
243,0,1,2,0,0.5341182533621668,0.22696128554751907,0.9473686792417501,0.8006267251412337
244,1,1,1,0,0.7738917972036449,0.37496342385179926,0.42859249616704365,0.31217555127355084
245,1,3,3,1,0.39133432764193016,0.5329911733778923,0.4382496597286954,0.26634387685367183
246,0,3,0,1,0.6012821462726489,0.6190555807030432,0.3580474221380306,0.38361635117350557
247,1,2,2,0,1.765142795273584,0.7125089554551403,0.8746305795821513,0.9357446713701866
248,1,3,3,1,0.32528041654671724,0.2546276491276081,0.3967869643549808,0.3035623053241662
249,1,3,3,1,0.1805325821259921,0.7591655518031408,0.6348636893816696,0.37460202486942606
250,1,0,0,1,0.4409892013870624,0.7181680869586878,0.2926408162189851,0.37354319376829676
251,1,3,3,1,1.7580882558399402,0.7098766098743429,1.417456202129869,0.4776381518930991
252,0,3,0,1,0.3976210160157297,0.16011009609023694,0.1273063191137445,0.2632023069181043
253,1,3,3,1,0.5215820983932525,0.24286429244019808,0.17289666388399913,0.4888050450555282
254,0,3,0,1,1.5500203423521188,1.134341773158382,1.3177035026730215,0.42392775761577406
255,1,3,3,1,1.1360365155350651,0.46058870256932444,1.3199718374673992,0.2170405373237631
256,0,3,0,1,0.16141906746056137,0.7357408659393115,0.6041170636012136,0.24733590828599536
257,0,3,0,1,1.0697217821779146,0.34286586264645286,1.0525507442432478,0.4570414526134041
258,0,3,0,1,0.3252091586342075,0.6420828666345592,0.1995746653487001,0.28246416232623667
259,0,3,0,1,0.3296206897237079,0.5693957147234742,0.1373068403573284,0.2551875213881264
260,0,3,0,1,1.0637242085536338,1.1840551800312362,1.1217648754448923,0.1079387239925129
261,0,3,0,1,0.781974442863589,0.6360981552958427,0.9056698942715801,0.372487639554313
262,1,3,3,1,0.4857474796321353,0.21610006327418693,0.5429111391932809,0.2399277673650726
263,1,2,2,0,0.604910235788003,0.5577442312911192,0.5470021132505369,0.6629652240015563
264,1,3,3,1,1.1102623514497754,0.4150805510793216,0.696391600500276,0.49423672347605435
265,0,3,0,1,0.3658696743710365,0.26702591952160204,0.6121358489691705,0.3842408083376441
266,1,3,3,1,1.3226953791278453,0.31271450431625897,0.6210612462846745,0.949094497417199
267,1,2,2,0,0.6990898298624358,0.34959016513556884,0.38748974241153183,0.6221224450577829
268,1,1,1,0,0.6794374761521627,0.14458036324169102,0.44255650031517396,0.7787649318730022
269,0,3,0,1,0.39200461174365336,0.9917120672074079,0.514544990994997,0.6935958822646858
270,1,3,3,1,0.4738225649734207,0.42613202880178774,0.35914053276310776,0.619130893350222
271,0,0,3,1,0.8759625048797928,0.6747035154599854,0.3840127766696416,0.4764912562029193
272,0,3,0,1,0.5770445393586567,1.0954992603419715,0.25438903229307713,0.18362772246399647
273,1,3,3,1,0.7854066247207936,0.5451280042511043,0.3925132290066402,0.4419761562009038
274,1,3,3,1,0.7969104637726652,0.4149822997530772,0.6112519941032369,0.17318612960396482
275,0,3,0,1,0.391502708704811,1.2619679989065746,0.601210447882511,0.06322536665928599
276,0,3,0,1,1.4363946714113478,0.7796133742170113,0.1225489292027097,0.9410636236848146
277,1,3,3,1,1.8591447085105621,0.4838296632624115,1.6997162774856271,0.7125051327596973
278,0,3,0,1,0.6815688181209372,0.7009541804438342,0.5074825868342923,0.7549743127296096
279,0,3,0,1,0.6931029216290049,0.6639408199637196,0.2631915975087698,0.6657079146935161
280,1,3,3,1,0.6713920469549344,0.39254102028051635,0.6952996759919725,0.3928573985417718
281,0,3,0,1,0.8789935007735857,0.26521186448837986,0.9650648409799291,0.44872762665367427
282,0,3,0,1,0.4981301559067573,0.43289158547259415,0.7867521618770934,1.206456490582648
283,0,3,0,1,0.39311216481674843,1.0909578977207484,0.4300617865048075,0.3898171248976623
284,1,3,3,1,0.34028209632320333,0.704604765199045,0.17540835325764303,0.536915225983098
285,0,1,2,0,0.8880829760237131,0.6527830733561025,1.148566924655999,0.3631749326142471
286,0,2,1,0,1.0583405946951747,0.906413021620007,1.2979977417805004,0.05874923965645042
287,1,2,2,0,0.3949427973952595,0.6167974850628534,0.40809397120063523,0.4412812787731273
288,1,3,3,1,0.8820212210251016,0.31400262059793593,0.06940113481352508,1.0660575470397986
289,0,3,0,1,0.9596372563473823,0.1941821996753158,0.6484342334378954,0.5791496133226783
290,0,3,0,1,0.830773718764139,0.7598309052728778,0.7429929128116342,0.42226443126629926
291,1,1,1,0,1.539115080998042,0.8189160230538326,1.2951926857109461,0.3415057881660285
292,1,3,3,1,0.9842394254064913,1.4384603912242548,1.251968821793729,0.3517411319917767
293,1,3,3,1,0.40306118083541875,0.1565933213340274,0.10644185784304001,0.3953094300636388
294,0,1,2,0,0.9090871307044083,0.0204336086074035,0.727118873986677,0.35544721191634265
295,1,3,3,1,0.900539364615407,0.6082291446448923,1.1939640211187663,0.34308064909663955
296,0,3,0,1,0.13273950737314966,0.28799499771687953,0.3568370782649968,0.3962975401691962
297,1,3,3,1,0.7573539561874798,0.2893699571063094,0.41923753008250386,0.5328238572831099
298,1,3,3,1,1.5455789561641549,0.5644998552632364,0.9389042930765109,1.028622442545962
299,1,2,2,0,0.6224698890723704,0.29968831287212844,0.5678341632416481,0.29214164102903517
300,0,0,3,1,0.7852651593201201,0.20971939313131993,0.8992276274222262,0.4613534013291173
301,1,1,1,0,0.4928703601380557,0.1909930360520855,0.5366593947956082,0.3417130984835608
302,1,3,3,1,0.9269548168687408,0.04627165702382054,0.5499688156529411,0.5384510970360478
