source_index,true_label,correct_seed_count,predicted_right_seed_count,unanimous_prediction,final_score_seed_sd,f1_score_seed_sd,f2_score_seed_sd,f3_score_seed_sd
32,1,3,3,1,0.49740954553717204,0.2558301368624142,0.19163918396117322,0.4965680809754376
33,1,1,1,0,0.6502850078225605,0.1244020604895287,0.8889116696105075,0.17642769946079637
34,1,3,3,1,0.5487663022199978,0.20471452737757445,0.3409480744761409,0.5013487456717401
35,1,3,3,1,0.5020673978906106,0.17613700947536143,0.3090689567530721,0.2340379990606259
36,1,2,2,0,0.7962579620116133,0.06963732370804349,0.8002940700397921,0.37054653927414716
37,1,0,0,1,1.0519795270920218,0.3640966384920051,1.1257019418767453,0.13754576454358952
38,0,0,3,1,0.2568210475326635,0.13377117411104714,0.36503621317079976,0.5866159665543884
39,1,3,3,1,0.31789810722968004,0.2990140380219888,0.3955815736255337,0.07142050391935907
40,0,0,3,1,0.42470073817986737,0.5034714038554543,0.1099443889438619,0.40550682606397376
41,1,3,3,1,0.38168149598410644,0.08976648217416985,0.9673735971404547,0.804382648199082
42,0,2,1,0,0.7293605156036336,0.28969656771018776,0.5733680247634748,0.2923501727902815
43,0,1,2,0,0.372221935506962,0.26848956179305045,0.3930927294395419,0.16747537833946105
44,1,1,1,0,0.7208156311928842,0.5688642705664924,0.4297637339736503,0.36080177785118306
45,0,2,1,0,0.8543861296525079,0.12329415884380915,0.4976955043574364,0.35001447837516714
46,1,2,2,0,1.3601507393315946,0.05800165228611033,1.476830946292475,0.06313841861937584
47,1,0,0,1,0.4007451917721223,0.3004574986222594,0.34764088564773865,0.37788858914027684
48,0,3,0,1,1.17500506764614,0.36579422975671116,1.0129526086415883,0.20095857710832948
49,1,0,0,1,0.676035664086866,0.2476055711362602,0.7551454635750586,0.1224114367923425
50,1,3,3,1,0.4013175695443282,0.03374568554284858,0.19682661564553253,0.4279349695648384
51,0,0,3,1,0.358039895112434,0.27363179209114125,0.6004951172622778,0.2058715035053792
52,0,3,0,1,0.5374680464313519,0.09554355405187226,0.5670175684707259,0.15695678529331306
53,1,3,3,1,0.8004200355638348,0.5637114824941812,0.42103336687443904,0.21867614456282108
54,0,3,0,1,1.1554653947162292,0.080023968296355,0.9811846304157492,0.3841165596952495
55,0,3,0,1,0.15369129396917242,0.23371412285105095,0.21926107881983145,0.5577053991061877
56,1,3,3,1,0.8848106613830965,0.10897551022690102,0.3898801328806261,0.7319985252504694
57,0,0,3,1,0.6384160275032417,0.22549588266582102,0.32279833534879987,0.8157598582978269
58,1,3,3,1,0.8061318829069901,0.07210857372295411,0.6592728222159014,0.42465263703149053
59,0,2,1,0,0.7043521012141488,0.25482941416670885,0.4626407117864441,0.37994850605722563
60,1,0,0,1,0.3498263066119808,0.13050267136209295,0.5940234747075159,0.24075680088318918
61,0,2,1,0,0.8492955275371781,0.30350703135018225,0.7951625928654422,0.07768232670818086
62,0,0,3,1,0.4039287354103024,0.18987096742457296,0.3073414409497029,0.1701443621703067
63,1,0,0,1,0.5465797863813266,0.04217272285146977,0.4253250191808484,0.20240104027740052
64,0,3,0,1,0.9068426113981695,0.271248689721397,0.9236560207996345,0.48149894063586807
65,0,0,3,1,0.5648595251109895,0.19431655846191936,0.7452443524878769,0.19862826597770206
66,0,0,3,1,0.22818753885323062,0.31741933619882967,0.6332556503343926,0.4207874853597001
67,0,0,3,1,0.598883490309466,0.1760387308192692,0.19385578421617558,0.38584835621054653
68,0,0,3,1,0.3750760392425169,0.066412740645955,0.48276358394500146,0.4632673450880134
69,1,3,3,1,0.935815419359242,0.17417246094389696,0.9120574489009516,0.6604086045310201
70,0,3,0,1,0.9063771052753619,0.3901312896931299,0.7897279179458994,0.38621731350030747
71,1,1,1,0,1.0389054404334348,0.5340814801258443,1.181006941384315,0.18436979022157965
72,0,2,1,0,0.6221481445419514,0.1011987110482414,0.31733548061170663,0.35065839897635
73,0,1,2,0,1.2081478151974654,0.4039433983058887,1.1090850473126461,0.12764914995483306
74,0,0,3,1,0.036717383129416796,0.22706784015490974,0.2532781520348236,0.3773542183709647
75,0,2,1,0,1.419773093191077,0.12687371067771802,0.9126522386014467,0.9937218450920062
76,0,3,0,1,0.31177489926818497,0.42740679333609,1.0026495437194851,0.10385900256818568
77,1,1,1,0,0.7277885356617622,0.27227646214672735,0.401668765910607,0.417330950763634
78,1,1,1,0,0.8020277722884683,0.19084171937101893,0.64337441252037,0.7092741261225294
79,1,0,0,1,0.6904716338852571,0.2946379349591144,0.675285898927808,0.2780001944807681
80,0,1,2,0,1.1279463156882064,0.4988499610451581,0.837887190140156,0.48902408499480543
81,1,2,2,0,0.6155881781995773,0.22748565969365347,0.6995633800223481,0.02754268362906469
82,0,3,0,1,0.1488057158880806,0.17673735944280475,0.11482371563519418,0.1248466171121557
83,1,3,3,1,1.0849246440160492,0.1954611610325951,1.2532987020847302,0.14288884156695575
84,1,0,0,1,0.8510834213143147,0.6023637421412535,0.8889632528664013,0.32841179774907453
85,1,3,3,1,0.7067387266947313,0.25875193621771575,0.7908067400507113,0.18985826826545935
86,1,3,3,1,0.5535540825215102,0.26945087162322,0.39934307364474786,0.20938743805218002
87,1,2,2,0,0.32522372338697425,0.17563520207121194,0.2651641993026504,0.26356096824918335
88,1,1,1,0,0.7707372225316965,0.07472197359217954,0.7078753906840193,0.20775856005174306
89,1,1,1,0,0.43024920350772233,0.408272154402722,0.602134939406626,0.38736858455330125
90,1,3,3,1,1.0979451840070091,0.42255212936094366,1.0285141551993064,0.48389642086141127
91,1,2,2,0,0.7270792173448762,0.09774867217005825,0.4959166491902259,0.39506646130708883
92,0,3,0,1,0.7119173445700805,0.11444404192448605,0.8319104136489254,0.1996175399666529
93,0,3,0,1,0.941607140667577,0.3318733449178902,0.6870178929802029,0.39459741368843837
94,0,3,0,1,1.0236317327496305,0.03013007147086244,0.9334844767924521,0.3896821951794995
95,0,0,3,1,0.3848102751815282,0.3978500948212977,0.11835966495098287,0.4466446891231133
96,1,2,2,0,0.5442174299075019,0.19310055628644032,0.14164703591326866,0.3252792393402817
97,1,3,3,1,0.18325623187209036,0.28599848213407325,0.28172724319802395,0.20821792417449567
98,1,0,0,1,0.5087231239544552,0.34960366004019355,0.5956295753057629,0.11584213056367132
99,0,1,2,0,0.5363814289636895,0.30722053332030647,0.7522343914960555,0.4660781199013311
100,1,3,3,1,0.5982203669446782,0.20058678431790872,0.5270017126321955,0.2316419775437926
101,1,0,0,1,0.07795292107648806,0.11510444050029271,0.09771720784988401,0.3953893661355655
102,1,2,2,0,1.4120878793499514,0.1656187514801036,0.8233056817353127,0.6319212545924348
103,0,3,0,1,0.6419631610702125,0.0728524173357357,0.7403176908246185,0.27245032096837213
104,1,2,2,0,1.1897434558555866,0.34459478346833616,0.9607539270250596,0.4486966215468213
105,0,2,1,0,0.6659028887842019,0.09004440226173116,0.537096481240431,0.0910135321163783
106,1,2,2,0,1.3537859724658818,0.10832159145637373,1.0365935908422774,0.41113102365407767
107,1,3,3,1,0.6087204828129107,0.2961019796412366,0.7855598308945839,0.1946299185962641
108,1,3,3,1,0.8037803567768822,0.10701373369630322,0.9554048579993603,0.27724319741771214
109,0,3,0,1,1.3716116499532764,0.10502231473356836,1.1973774881558983,0.450376640939899
110,1,0,0,1,0.658822149215834,0.1464747456836501,0.3464080882976993,0.790108056114283
111,0,3,0,1,0.4520424074534727,0.42739278282719123,0.41366088702317233,0.5206164324489599
112,1,3,3,1,0.37069850469954824,0.1722167095431182,0.29854814530332685,0.09305529022397749
113,0,3,0,1,0.3022252259124428,0.19354603931918127,0.6917077561832569,0.5498794947418025
114,0,3,0,1,0.6073576872261258,0.15079220837622295,0.5352313697549576,0.2819725279994502
115,0,0,3,1,0.0818945361607226,0.1817077936760102,0.15279506726998907,0.10262519566005165
116,1,0,0,1,0.40823338978523915,0.05465538029324769,0.5250027112075073,0.15554586536356824
117,0,3,0,1,1.2053489864605087,0.4271349195025524,1.3906803133779453,0.28406789148708067
118,0,0,3,1,0.5208580354773484,0.39207419887165,0.10087182467643946,0.4476735817541242
119,1,2,2,0,1.71973430132945,0.5493322509007348,1.0992452184617993,0.587721552435512
120,1,3,3,1,0.9907272440599669,0.3639074487371008,0.3518669508011616,0.7582215656494685
121,1,3,3,1,0.5112281009378166,0.22338936779743776,0.643137060998898,0.24631750768751348
122,1,3,3,1,0.7832225266020113,0.14790815653988626,0.8497031681902292,0.132400922052422
123,0,3,0,1,0.736215851868719,0.2964066409736466,0.7493838814862787,0.201808953395188
124,1,3,3,1,0.9371435215725648,0.2245165502779022,0.7498763111386081,0.6070413105664946
125,1,2,2,0,1.2316189521698737,0.36732119921471595,0.9863619524040094,0.49290429438233857
126,0,1,2,0,0.5201684935803532,0.011389429563886187,0.7058565846895569,0.03506552715934884
127,0,3,0,1,0.43726298754821435,0.20172329127389432,0.29776091150093226,0.17780889550607568
128,1,3,3,1,0.4224420003925365,0.19060795388260413,0.3783864230492278,0.14914105626917892
129,1,0,0,1,0.556660757450857,0.0891063116277547,0.43430837396542876,0.10001267326636992
130,1,0,0,1,1.5202373075550342,0.0987334322632292,1.4324952870255454,0.24137179336138076
131,1,3,3,1,0.41314194238283664,0.07437700435967066,0.48943084060406233,0.06024777665967933
132,1,3,3,1,1.0732987329143497,0.07011859082406136,0.2063598781517905,0.7260403728466646
133,0,1,2,0,0.7756886383886313,0.5322657728554084,0.2312296755056167,0.5796775305700276
134,0,2,1,0,1.0669310336061304,0.1644392784327363,1.0889629265539116,0.29080250796788865
135,0,3,0,1,0.6869927223170182,0.11044144052638365,0.946980281277892,0.5792066127573323
136,0,3,0,1,0.3056266107961908,0.128556871719764,0.45350584512309167,0.43454619784879606
137,1,1,1,0,0.6268311217921703,0.28332397534533194,0.4438455239540289,0.3298286484857435
138,1,3,3,1,0.6952677547472976,0.24206480083994797,0.586415595067507,0.1263921766483495
139,0,3,0,1,0.4370899108709345,0.06781290827776222,0.3340442273496018,0.19792653746891256
140,1,0,0,1,0.6057517599622028,0.3782398014152643,0.4084193505701251,0.44606746411500187
141,1,3,3,1,0.3014211819418163,0.07992102984064858,0.41062312990366046,0.22763193120397684
142,1,2,2,0,1.0408587113698113,0.2524083495752833,0.6287197976925298,0.6281787549855806
143,1,3,3,1,0.3529775323272885,0.16339790559208023,0.15796068925622378,0.16387104823763302
144,1,2,2,0,1.0947657427778341,0.08350066826139163,0.618642692745969,0.33210322424157135
145,1,1,1,0,0.34267199084646144,0.05876204856721942,0.30099959206066146,0.4002552393855292
146,1,1,1,0,0.7699548546158778,0.1076008260547394,0.39647383916698214,0.530402735616753
147,0,2,1,0,0.9504698667880694,0.672895975620594,0.9177815601449544,0.19355797661355098
148,0,1,2,0,1.3195223042587854,0.18403899020908698,0.7049678765747877,0.8583600606844154
149,0,3,0,1,0.7727276710571734,0.27251952976645627,1.0298816368087247,0.23389285908286409
150,1,3,3,1,0.3344431004862574,0.064881508701491,0.4951285718844257,0.27665765478532506
151,1,3,3,1,0.5979028076214609,0.2582419610721311,0.8230903144516178,0.20942047425420196
152,0,0,3,1,0.10867313842245152,0.11836631813384865,0.4175157777196013,0.25878102945516845
153,0,0,3,1,0.5353903825134056,0.14964346171515827,0.5703829507503599,0.2579626274589042
154,1,3,3,1,0.49465148328525116,0.19228010622348893,0.3423938692963439,0.20666668004714095
155,1,1,1,0,0.5252296013122192,0.17541728573871804,0.3162959077224332,0.17872403518531668
156,0,1,2,0,1.1255083368967278,0.20737678124865186,0.7702646078228265,0.25124656802366263
157,0,1,2,0,0.7668629386970657,0.188338609270759,1.0333536779755506,0.21025635966150563
158,0,3,0,1,0.2282387466288329,0.07097452782616914,0.4941783681078413,0.7098719483148063
159,0,2,1,0,0.5664636493474879,0.23390399649974716,0.8237809802518097,0.5918052614561123
160,0,0,3,1,0.31454660750414565,0.3359692168690873,0.20629250328067542,0.1841624718870404
161,1,3,3,1,0.10009314453347035,0.10181609656267791,0.3318351470310912,0.43543049225613284
162,1,3,3,1,1.20491004874529,0.2145434919738179,0.39017171408676604,0.9405756046601009
163,1,0,0,1,0.5100432564845204,0.2692013686733392,0.4048866024144104,0.04725302405934514
164,1,3,3,1,0.917022355299821,0.5380552893452369,0.9696405331913341,0.3566677137101703
165,1,3,3,1,0.5718123592545676,0.3425861447882203,0.5364437962142657,0.18697488030406154
166,1,3,3,1,0.611178394745719,0.09686773105124609,0.6855101276582728,0.2607766693197215
167,0,1,2,0,0.6356468769861138,0.4202828671102505,0.27357908194398894,0.5949133223456666
168,1,0,0,1,0.4100947472505837,0.5179022373302793,0.2879355327648465,0.10511234989827015
169,0,3,0,1,0.8391307319481554,0.31831600741571664,0.8622018252045062,0.0707045240116557
170,1,3,3,1,0.04613652381692789,0.06051327987379435,0.1995152266601131,0.33038538293569447
171,1,0,0,1,0.8466713680605699,0.12540572458312288,0.6528676912451956,0.6556977598642206
172,0,0,3,1,0.6773434245001874,0.07475267905924987,0.49778143219498405,0.3988471559264174
173,1,0,0,1,0.8834305056138544,0.17790855989737905,0.6726907063384324,0.4211937844903721
174,0,3,0,1,1.3896353025653707,0.43381622924529417,1.841920341573996,0.2620017304178603
175,0,1,2,0,0.5988971387665057,0.2001693517151826,0.5465609211350927,0.09595300161292987
176,1,3,3,1,0.3371280718449842,0.3931040664343288,0.44407359621776604,0.34057133839039183
177,1,2,2,0,0.5461328613333529,0.026887499765751974,0.6663348085301153,0.07684133041533509
178,1,1,1,0,0.6967573407714017,0.791793510442335,0.9073189924381695,0.4966766325407682
179,0,3,0,1,0.15304577494154034,0.2835686361674816,0.16132427880152453,0.13506587860605115
180,0,0,3,1,0.4259300417860084,0.07369902718105442,0.2973005612424662,0.15344686193603055
181,1,3,3,1,0.7764616921501215,0.6641682604982229,0.1426585207800496,0.43452161170164155
182,0,3,0,1,0.9295530292723754,0.16277348007738457,1.2241437160582251,0.2716039681411327
183,0,3,0,1,0.30091412179837995,0.24801931186637352,0.3486220342819883,0.34828826543232444
184,0,3,0,1,0.6696623808077786,0.39736316742203903,1.441890567857323,0.9483385371016229
185,0,2,1,0,1.2010329593703037,0.31257119822843066,0.9407558825177879,0.4951644615113551
186,0,0,3,1,0.15145379674857135,0.2182236566475185,0.2577013132611402,0.1063193855504749
187,1,3,3,1,0.17483455621182128,0.2454137475019262,0.4411351947266408,0.6809952944865154
188,1,3,3,1,0.9885478735692974,0.19909391765200515,1.203410962764952,0.10332621426369733
189,0,2,1,0,0.749543219613645,0.07212272278143504,0.8217772606555619,0.1541945994332729
190,0,0,3,1,0.7373518157646324,0.511350869613205,0.6452449994692644,0.557684995463299
191,0,0,3,1,0.9583359969588626,0.04810065409182828,0.6319862634110094,0.22796566064936102
192,0,0,3,1,1.048964576152943,0.2287507598916136,0.9534029171767531,0.2539310427036324
193,1,3,3,1,0.4767458594984138,0.12537030253276266,0.5831141030264381,0.3815675011983091
194,0,3,0,1,0.9825199086045949,0.28427585299801855,0.6468599284756741,0.3690044991022169
195,0,2,1,0,0.4273719158463331,0.42054005387690224,0.018798666501652968,0.48286871401141485
196,0,3,0,1,0.24736554111501746,0.28757113149731883,0.7025968642133811,0.6798854761040815
197,1,1,1,0,0.8505512282323917,0.1686721004144858,0.5309511112204611,0.41227890840694176
198,0,3,0,1,0.40508121128154423,0.03746945020660747,0.659834947290363,0.3862227330304728
199,0,0,3,1,0.7247182435201991,0.27248299092354555,0.8274008644280667,0.40713682575466165
200,1,2,2,0,1.140977316802802,0.346710998079399,0.9699247162399144,0.3674860775742347
201,0,3,0,1,0.39180803681506415,0.12079281334868451,0.33832548832212583,0.41007441980993736
202,0,3,0,1,0.43835348048321826,0.08337720159294064,0.3130047373682108,0.4668346806005063
203,0,0,3,1,0.28364641900169196,0.2186789905086997,0.13953778505938166,0.06452985882956447
204,1,2,2,0,0.9443568877489484,0.1258520370854638,1.0079341683266798,0.13207354276674674
205,1,1,1,0,0.5050747874431293,0.2279917095523306,0.8752137159945598,0.41208902525693936
206,1,3,3,1,0.39556167067177056,0.07446513891821395,0.726100959146171,0.3978203263973711
207,0,3,0,1,1.1251839404781194,0.2637500806544563,0.865007213776541,0.4829781882227584
208,0,3,0,1,0.2854378821415686,0.17816033643010012,0.1662442332942132,0.1746016021864751
209,0,3,0,1,0.39669125883578443,0.07035121096106998,0.4309562557463545,0.19204379259738094
210,1,3,3,1,0.6420380394840585,0.24620189285734312,0.6603027558301792,0.24638555795692124
211,1,3,3,1,0.7934732352801991,0.11955909506098353,0.8036390882543618,0.19039272331859536
212,1,3,3,1,0.662703522861173,0.12303049030622588,0.4701935413788035,0.37070579126023134
213,0,1,2,0,1.449781102922676,0.3934298258398464,1.1309496457352946,0.29568178527204453
214,0,3,0,1,0.8863146713912113,0.2258836130045691,0.3598418835399578,0.1756557747102269
215,0,3,0,1,1.1961998070811333,0.3237165865450936,1.3377377006337816,0.3174942042393088
216,1,0,0,1,0.29581617550749567,0.2513103248129022,0.4819544955002677,0.42078633031316076
217,0,2,1,0,1.2990922574278132,0.11121574270761729,1.4585123642260052,0.3757406990277327
218,1,0,0,1,0.8857229321206893,0.1560474351771134,0.7821300825405353,0.3227747229457801
219,1,3,3,1,0.2673147223656557,0.32683301378252166,0.23282631100678125,0.3100227150033698
220,1,3,3,1,0.21976676053731903,0.0999950979881461,0.30561327959684964,0.41146350435273943
221,1,3,3,1,1.2168238277220556,0.19685463055505778,0.708078172212029,0.5379935550665488
222,1,0,0,1,0.25325414401178675,0.10213699559679669,0.457264286454927,0.33417685558692073
223,1,3,3,1,0.7280100429006644,0.1566895856691071,0.7049442722503386,0.3485212508350825
224,1,2,2,0,0.9509260379583403,0.06810168445951606,0.9902664870931683,0.4936620265905317
225,0,2,1,0,0.9123398905475562,0.23506586549373662,0.6246064255495463,0.6445114837915615
226,1,2,2,0,0.8825739559136401,0.1397950110679683,0.6523814389111333,0.4427581753963371
227,0,1,2,0,1.2345980922064834,0.07620925454817819,1.5364394101455192,0.3157768343254396
228,0,3,0,1,1.3879226139829681,0.05227889432040271,0.8370320331615866,0.5010333470501795
229,0,3,0,1,0.6220105423621166,0.4422674992649443,0.6583806623363058,0.1864232477094827
230,1,1,1,0,0.8002770564191688,0.13716491009176787,0.7906673723718685,0.4601701214837724
231,0,1,2,0,0.946084153770285,0.2298104569126649,1.0258406581163644,0.10550096698509626
232,1,0,0,1,0.3859923520536509,0.25598705486116413,0.40031429761978937,0.3429242609992591
233,1,0,0,1,0.6537469019423906,0.19955348778164428,0.46966393581250576,0.6876281373820508
234,1,3,3,1,0.3082491725574573,0.2518469713952407,0.4423653435728317,0.5742514934282558
235,0,3,0,1,0.8418887912865086,0.13632673835370468,0.7393035140565648,0.2579984144322248
236,1,3,3,1,1.0934688898646898,0.24935475873875518,0.7741767870458676,0.5033592277521992
237,1,0,0,1,0.9497065553235755,0.0699964486943076,0.9259209096791365,0.17023110412462136
238,0,0,3,1,0.47209236376757246,0.13009690402700733,0.5743639181585434,1.1058224975803295
239,0,2,1,0,0.8464345416568534,0.1452306978756258,0.7490224047276771,0.4860597523613048
240,0,3,0,1,0.41850122087478714,0.32717877663706996,0.29440728763719565,0.23644350116217608
241,1,1,1,0,0.6542531579819016,0.1576989979940905,0.5418093638086331,0.04774833035188393
242,1,1,1,0,1.3312763381285153,0.11092317562363589,1.0364772098403374,0.326649335087075
243,0,0,3,1,0.6040305357978143,0.17199714517372047,0.5352532901746018,0.2989454297770064
244,1,3,3,1,0.5695254016281813,0.0495055672174707,0.12878222225756625,0.4313010971537373
245,1,1,1,0,0.3727946459038316,0.1608572882278368,0.5386066439391197,0.5744059976526951
246,0,1,2,0,0.9084726224238123,0.5197093389384848,0.8206397852110385,0.30682698599307245
247,1,1,1,0,1.1803022255074906,0.2758774259387254,0.8842446692574092,0.3753935974280193
248,1,3,3,1,0.5291160902128772,0.1240347867272503,0.24448709417486605,0.26557368181593366
249,1,0,0,1,0.5050380431272155,0.23550124933573474,0.7752854003767798,0.14359083905179001
250,1,0,0,1,1.2383986414273895,0.09353139652003092,1.0534714128734441,0.07639708784357802
251,1,3,3,1,0.04149419451319029,0.2613989555532812,0.22536862195515414,0.14872530352697477
252,0,2,1,0,0.6671771449683412,0.30613257472483824,0.8567696194781944,0.4110284683396124
253,1,3,3,1,0.361891647771354,0.06036653543067757,0.4830157234784347,0.5163260817008017
254,0,1,2,0,0.8489144037413568,0.2475102849156451,0.5841471332605265,0.345662375026449
255,1,0,0,1,0.9010110808918811,0.21138506002559102,0.3512873102972223,0.32018901236778236
256,0,1,2,0,0.7764004327951329,0.31032921334434505,0.816527926572782,0.2170178546114522
257,0,2,1,0,1.4881381808277832,0.04852090608875663,1.6546315905096962,0.492348304711476
258,0,3,0,1,0.6585251081231773,0.5455006515135405,0.8029922684634913,0.49709980799626846
259,0,1,2,0,1.0398032619093212,0.2788582496343054,0.6772718553022032,0.700990676798835
260,0,3,0,1,0.06758492831839266,0.17705176675878906,0.5714247001459173,0.304577581940562
261,0,1,2,0,0.6960661734904584,0.10431744897494541,0.6542901631726641,0.08515899545506779
262,1,3,3,1,1.0366765251468386,0.07790039334830451,0.9880096891265343,0.12334509471676357
263,1,3,3,1,0.839618272067824,0.20199385285949278,0.68207559807419,0.13756336688194015
264,1,0,0,1,1.1657730724812134,0.1867789345967361,0.799776513910613,0.47922634901155514
265,0,3,0,1,0.3471682366754637,0.18685828221356893,0.19717089606394747,0.2403756744677444
266,1,3,3,1,0.4540346561267597,0.2973908599344534,0.5210290322976159,0.19786042847849045
267,1,0,0,1,0.5200264510654133,0.06959575147364123,0.4359238124035647,0.1310878736523499
268,1,3,3,1,0.3426675214549809,0.13601279074497216,0.40187577021051507,0.39456371141955243
269,0,1,2,0,1.2549613467937981,0.4316254233420262,0.7883084522751074,0.23275981768512852
270,1,2,2,0,0.5232491648875791,0.1772822548726148,0.6221261204251323,0.09324469485940197
271,0,1,2,0,1.0295720613242594,0.2034812394996138,0.9672566928016147,0.09371970008184032
272,0,2,1,0,0.7183764256936336,0.09813985626927386,0.6568157598267444,0.14003707647204777
273,1,1,1,0,1.0490519593008607,0.5299019709866185,0.52193274718959,0.5385477675841512
274,1,2,2,0,0.5805660195644768,0.50289050001966,1.0897019911364791,0.42549400216543337
275,0,3,0,1,0.12992463092678866,0.22801292568484108,0.07787431018815158,0.26729145966717155
276,0,3,0,1,0.41835611974172837,0.15639537625906733,0.47285040694589336,0.08165648856757701
277,1,3,3,1,0.8982561898308092,0.25989362757701456,0.7334368355854278,0.17758792720250452
278,0,3,0,1,1.9556224983827692,0.24072444140308027,1.267184116861988,0.555290270640578
279,0,3,0,1,0.8199438402015794,0.27327203316627235,0.6287160622191788,0.47206885013700767
280,1,3,3,1,0.8570613944486754,0.13436449842628614,0.4626961049946831,0.24727537095401875
281,0,3,0,1,0.6770573664492666,0.1828967642155765,0.2368147070223559,0.6940594231943482
282,0,0,3,1,0.6820796309396948,0.08829505429303715,0.23282280099293792,0.21868936419371734
283,0,3,0,1,0.8283785672465435,0.10454762631870188,0.9211534576999496,0.23481180544397487
284,1,0,0,1,0.11323698314177377,0.1583325130226107,0.2297597898456975,0.08433758719353585
285,0,3,0,1,0.3345551267025281,0.19942927346124262,0.40484852478575084,0.3073826371415852
286,0,1,2,0,1.10263054904076,0.4279784130662064,0.6456692490983138,0.7020044677142379
287,1,3,3,1,0.2871830035648103,0.10401589756271126,0.7580914327285248,0.49122870896540816
288,1,0,0,1,0.7956181638330054,0.17777901146272107,0.4230632806274298,0.45533802071830987
289,0,1,2,0,1.036266856133902,0.1143094243100832,0.9134975271541151,0.6444666292984002
290,0,3,0,1,0.6580306298532266,0.10905214779176181,0.5879828211602746,0.3277763702023224
291,1,3,3,1,1.7796501548263306,0.22783984209594563,1.551337938616547,0.34712370416352917
292,1,0,0,1,0.12955712983822804,0.2384298082982438,0.7633424496415616,0.8376457935920618
293,1,3,3,1,0.7750774515440995,0.21323700450687247,0.45239219550276655,0.4631382198241867
294,0,2,1,0,0.6562733399567409,0.5272840248836527,0.48535937703032267,0.21003230829691155
295,1,3,3,1,0.8308521781355286,0.16608380304559767,0.9058085766845844,0.31261825724550407
296,0,0,3,1,0.37405324750471575,0.11688448753382823,0.09198319002784869,0.45238118590670856
297,1,3,3,1,0.5890964766217296,0.12590043183380378,0.5896713616243606,0.10793238106361064
298,1,1,1,0,1.0295713272355762,0.16926598698808148,0.8680679200354705,0.29230407020339083
299,1,3,3,1,1.2930555082996278,0.2761545312625115,1.63360182983699,0.2250910516205529
300,0,0,3,1,0.24934497819439308,0.4400518663967723,0.20127815426563117,0.38033659292186933
301,1,1,1,0,0.7599840284997976,0.15968717729448262,0.6993562339375944,0.108209210796391
