session,month,split,bins,duration_min,mean_firing_rate_hz,median_channel_rate_hz,channel_rate_iqr_hz,count_zero_fraction,count_p99,count_max,active_channels_ge_1hz,near_silent_channels_lt_0_1hz,prefix_silent_all_channels,prefix_silent_selected_channels,naive_prefix_normalized_abs_max,within_session_rate_spearman,population_rate_speed_correlation,speed_mean_cm_s,speed_median_cm_s,speed_rms_cm_s,speed_p95_cm_s,speed_p99_cm_s,stationary_fraction,vx_mean_cm_s,vy_mean_cm_s,vx_std_cm_s,vy_std_cm_s,direction_entropy,max_abs_global_robust_z,max_abs_within_month_robust_z,outlier_metrics,review_priority
indy_20160630_01,2016-06,train,36580,24.386666666666667,13.75603699653727,6.634773100054675,17.745352651722254,0.6700345703480955,4.0,10,87,7,6,1,179.01581934189372,0.9932431057291137,0.32936827005053027,6.062804868268676,2.5059800234032137,10.174764004356968,24.868774963895884,35.18912450177335,0.30705303444505194,-0.0014519985106204293,-0.0008027570410616744,7.474651316926133,6.903289613076805,0.9777131050389317,3.1532357983392973,2.3770226998221196,,medium
indy_20160915_01,2016-09,train,9526,6.350666666666667,11.08484892224788,9.951711106445519,10.114423682553014,0.6713173157673735,3.0,5,88,8,8,2,7.422429737506249,0.9860812323979505,0.08244135368010681,6.298892897232558,2.6595360520727924,10.425468013905851,24.833342842726495,35.547211370720255,0.2845895444047869,-0.010950600907060286,-0.02029380254068029,7.626468938665701,7.108222216733203,0.9788620876985584,0.8344642995551766,1.8383997061158386,,low
indy_20160916_01,2016-09,train,11295,7.53,10.962930684668732,8.884462151394422,9.508078795927403,0.6788614062269441,3.0,5,86,8,8,1,8.494244452719238,0.9905466390689152,0.0701675718977389,5.797565220528112,2.1588883876006246,9.885984858550948,24.092732918416374,34.072697010599946,0.33218238158477204,-0.015662483573820968,0.009487236897216485,7.588303491687435,6.336403666156949,0.9868329903600943,0.4496598333333333,1.530730068853567,,low
indy_20160921_01,2016-09,train,9003,6.002,12.014658308341664,10.620071087415305,9.106686660002222,0.6513338146543745,3.0,5,88,8,8,0,5.749542899048329,0.9915611098994613,0.024071477982982845,7.081176292542029,2.925021948554895,11.805962017771423,28.94701264396255,40.46329220508726,0.26568921470620904,-0.01576707918237144,0.009816303515242264,8.796067949665064,7.874616360771864,0.9833578345279863,2.1383390769126804,3.9170151294138607,speed_rms_cm_s,medium
indy_20160927_04,2016-09,train,9734,6.489333333333334,12.373563882610782,9.665861927265254,13.61978631600575,0.6615985206492706,3.0,5,85,8,8,0,12.706880383452543,0.9967527510058705,0.027309416805177695,6.302424182322711,2.4035602608604063,10.663181942696093,25.894299100614212,37.22275432179735,0.28672693651119785,0.024824340116248577,-0.006035719858804494,7.738482069715646,7.336122390060911,0.9917048117288714,1.186835804496123,0.967078911745111,,low
indy_20160927_06,2016-09,train,10525,7.016666666666667,12.034392319873318,9.533254156769596,12.732185273159143,0.6710609659540776,3.0,5,85,8,8,0,14.484320792201663,0.9956397962807265,0.08071047885255989,5.9535579851831235,1.966132575491048,10.662268240807524,26.70725533439299,37.745241811881904,0.3641805225653207,0.00394002030620706,-0.0052156110532312365,7.5475817351859025,7.531130809065944,0.991936600771682,1.0243641250826279,0.7968557853429412,,low
indy_20160930_02,2016-09,train,11519,7.679333333333333,10.16692077581966,7.573357062244986,10.629177880024306,0.7009542205631276,3.0,5,87,5,5,0,15.452028386997117,0.9930741627834146,0.05178936942329477,5.920557255240302,2.0952017120395743,10.322843093953018,25.120978085759003,36.80737873446187,0.35723587116937233,0.002979409650740897,0.00013303351577727092,7.382692379141659,7.2150491254569715,0.98219421670313,0.6498270719119642,2.0568175646822286,,low
indy_20160930_05,2016-09,train,10150,6.766666666666667,9.901990968801313,7.179802955665025,11.452586206896552,0.7094181034482758,3.0,5,86,5,5,0,14.629739166349536,0.9964319388952577,0.02752158270054925,5.534191306442633,1.832586650669577,9.724241246062283,23.871459197908504,33.271903865433636,0.3829556650246305,0.008543268486691116,0.0012390501352157507,6.993545294892828,6.756561070338939,0.9933079185015851,1.140002917937598,2.644215712483418,,low
indy_20161005_06,2016-10,train,9350,6.233333333333333,8.701509581105169,6.850267379679145,9.991310160427808,0.7427785204991088,3.0,5,77,13,12,2,9.754493569657866,0.9944492238343516,0.041745390692077736,6.010397540024753,2.2958481779382414,10.252279324103153,24.93994333379001,36.0247374749488,0.3210695187165775,0.00488658810595927,-0.005494296554584034,7.553693047789346,6.931875548015413,0.9883403212056666,2.4731290833333333,1.0117346249999999,,low
indy_20161006_02,2016-10,train,12550,8.366666666666667,8.467214475431609,6.887450199203187,9.338645418326696,0.7449867197875166,3.0,5,86,8,8,0,6.985691616553804,0.9886227524648801,0.11087402938974186,5.571925225811331,1.799617579255786,9.839530419814938,24.001517592758177,35.69812294276168,0.3867729083665339,-0.020136160162427915,-0.015732886555583445,7.254637646687102,6.647250447295354,0.9857958877374413,0.8089255618734257,1.1950224954223867,,low
indy_20161007_02,2016-10,train,12284,8.189333333333334,11.303194195701726,10.003866818625855,12.066000488440247,0.6822560512319549,3.0,5,83,10,8,1,6.928864582676741,0.9944046879881887,0.13538334791319506,5.857559814987003,2.006435578296281,10.29711454172251,25.31632189960173,36.93493109506782,0.3662487788993813,-0.021066201895153232,-0.008830453180019689,7.35069659672831,7.210915730088263,0.9796092394321009,1.1241495833333335,3.2428429392516596,,low
indy_20161011_03,2016-10,train,16844,11.229333333333333,9.351855631085252,8.361285917834245,7.69339230586559,0.7181043695084303,3.0,5,91,5,5,0,10.571584917965561,0.980229888181897,0.12988814145867553,4.62841876837069,1.3290720601119919,8.70892335392171,21.97108524333117,32.94214880219368,0.452386606506768,-0.01093221217000261,-0.0016188685052912506,6.511303076216069,5.783438086479699,0.9854432256287444,1.6907513042159406,2.3884136690463467,,low
indy_20161013_03,2016-10,train,12936,8.624,8.12773381132756,6.936069882498455,10.663072047000618,0.75437570861678,3.0,5,79,11,10,2,14.14275612317055,0.992979120692582,0.08213995411721094,6.314130021237378,2.5943718028824136,10.42361858816618,25.419446561072228,34.89970058714581,0.29615027829313545,-0.0012490182317757175,-0.013982752130160543,7.810460402884283,6.902777389510436,0.9731473024660324,2.02346925,0.9367002489149983,,low
indy_20161014_04,2016-10,train,12975,8.65,10.729568079640332,8.578998073217726,9.3742774566474,0.6803267501605652,3.0,5,90,6,6,0,7.255423567169466,0.9893727082521038,0.1134810805326453,5.6280303229484865,2.220161433351631,9.354013305522823,22.527134872203334,31.56920032525659,0.34003853564547204,-0.0030419754874988986,0.005441124801100632,6.642374100586495,6.586075642467356,0.9890138991587348,0.5924734855219914,2.4878358424109894,,low
indy_20161017_02,2016-10,train,12395,8.263333333333334,10.462278976737931,8.331988705123035,11.838442920532472,0.7032439155573484,3.0,5,82,12,12,4,6.442627849125545,0.9936257254305013,0.04589184730512507,6.669444243939671,2.586269699639665,11.303267701296688,27.433090845935215,39.69189986494006,0.28398547801532875,-0.0016222911878555901,0.0033843379952723067,8.4456354593114,7.512329088240642,0.9809622507864948,1.578472572513084,2.1360297374429753,,low
indy_20161024_03,2016-10,train,11808,7.872,10.706746308999547,9.097645663956639,15.536077235772357,0.701147174232159,3.0,5,76,18,17,5,10.437561680034335,0.9877732771032214,0.06777231876584515,6.680591527809315,2.6921627638675485,11.073584276152967,26.65025586576916,37.589409626108356,0.26913956639566394,0.0017394437278084257,-0.004660519363880043,8.324257241481494,7.302806676381342,0.9854469277338359,2.6979589999999996,2.4577978118649417,,low
indy_20161025_04,2016-10,train,12600,8.4,8.619564318783068,7.387896825396825,8.06001984126984,0.7372949735449735,3.0,5,88,7,7,2,9.06874702777537,0.986538200660793,0.03960992889541553,6.510553907891495,2.3455771489470063,11.071073971480647,26.85601688806492,37.53007610883716,0.3165873015873016,-0.003957746212781713,-0.00986528429364279,8.231953548683355,7.402939055991647,0.9791870256135119,1.3198710972323406,0.8431121875,,low
indy_20161026_03,2016-10,train,12436,8.290666666666667,8.839403579661198,7.099348665165648,9.153365229977485,0.7379407566741718,3.0,5,79,12,12,2,8.210563314277488,0.9924500349975875,0.04375135801518825,6.258220892135019,2.2510993078002968,10.742152194983786,25.74648566576004,37.89763405745154,0.31826954004503055,-0.011917742815522558,0.0013935903999850413,7.883903867909803,7.29642032828865,0.9822235451375172,2.02346925,0.7143190876680791,,low
indy_20161027_03,2016-10,train,14473,9.648666666666665,8.775176190147171,6.220203136875561,8.686433358667864,0.7438880444045234,3.0,5,86,8,8,2,9.054515059182059,0.9656747310915815,0.09820065644947272,5.432058194410575,1.9163577756733,9.531318254305603,23.21439092059346,34.73363563152139,0.3638499274511159,-0.033211801171245094,-0.011962763289943865,7.007073946422268,6.4610909483450945,0.9663781055690016,3.3500047104381383,4.432117222950479,within_session_rate_spearman,medium
indy_20161206_02,2016-12,validation,18447,12.298,9.643788059485734,8.684338916897056,12.048368298368295,0.7150891743915,3.0,5,85,3,3,2,12.566571475890791,0.9837386518228924,0.17642481371409888,4.796137876882339,1.4218083941303001,9.045445321510156,22.810661788157383,34.37029623866916,0.4426736054643031,-0.007981077245157706,-0.008848343412455547,6.694003365719548,6.083605675369682,0.9765794907356625,1.5445781740989755,5.903529128324677,stationary_fraction,medium
indy_20161207_02,2016-12,validation,11126,7.417333333333334,9.40622378512793,6.567948948409132,11.589407693690454,0.7324875292108575,3.0,5,81,11,8,1,77.45667034592924,0.9901047221912638,0.06679363413475624,6.739855572677021,2.687862986475966,11.109422098035411,27.138904986513136,36.50337075233335,0.28204206363472945,-0.020108681691462304,-0.021175521574158817,7.904601320461897,7.806131215594332,0.9775683586399628,1.5738094166666665,1.3461514121855531,,low
indy_20161212_02,2016-12,validation,14018,9.345333333333334,6.7651486778903305,5.215615637038094,7.152857040947353,0.7851029331335901,2.0,5,78,9,9,1,18.231199124253152,0.9873740715537432,-0.023376797481122785,6.300745299144797,2.701831307913813,10.185550959166468,24.21375708794228,33.789593830260635,0.2706520188329291,-0.0023515425704405206,0.002229321910923312,7.377687734582866,7.022475456214412,0.9932891009124213,2.248299166666667,1.220072212772245,,low
indy_20161220_02,2016-12,validation,14408,9.605333333333334,7.678694851240052,6.278629927817879,6.972254997223764,0.7629145555709791,3.0,5,80,15,15,5,7.690004891962909,0.9808823529411764,-0.03992195821321811,5.910668484072762,2.4241208064776623,9.757862343889666,23.941223444965242,32.52643528882353,0.3047612437534703,-0.012189555430811854,-0.00650977146067454,6.9844979967285585,6.814137824670751,0.9879094567928656,1.7986393333333333,0.9904292000981331,,low
indy_20170123_02,2017-01,test,15244,10.162666666666667,9.109014202309105,6.309859616898452,10.227384544738912,0.7254555070847547,3.0,5,90,3,3,0,9.465628683967918,0.9917150211505426,0.016770233566999884,5.9180620603397465,2.579631851843831,9.725597994568464,23.635576693796892,33.23516272744363,0.27991340855418523,-0.007299946957067951,-0.0020405274589212095,7.17864558162118,6.561573478400358,0.9830348531518589,0.9048365162517732,15.539435863501987,stationary_fraction,medium
indy_20170124_01,2017-01,test,14750,9.833333333333334,10.359180790960453,8.145762711864407,9.084745762711865,0.7051024011299435,4.0,6,91,4,2,2,1000000.0,0.9899246809765312,0.02881061300760301,5.435458699937885,2.1961669714577816,8.943998850463602,21.52380804412573,29.64959272127749,0.34508474576271186,-0.00020852349072021938,-0.0005021960275944212,6.745452526691068,5.873158039042406,0.9896285089592247,1.0491195071382888,1.2540921647316574,,high
indy_20170127_03,2017-01,test,18338,12.225333333333333,9.40323145017632,6.794634093139928,7.7128094666812075,0.7235987657687134,3.0,5,94,1,1,0,15.81177646871493,0.98659793814433,0.018464076239536522,5.789856139163759,2.1809780255422524,9.952809938949192,24.878300971891907,34.04063222826835,0.33984076780455885,0.004623565388732629,-0.007472640956735701,7.370227249159336,6.688654480452349,0.9865816432717913,1.3489794999999998,0.9004079228235657,,low
indy_20170131_02,2017-01,test,20399,13.599333333333334,10.27888162409922,7.3643315848816115,6.8578729349477925,0.7113246972890828,4.0,6,94,0,0,0,9.5699590459084,0.9746401017884652,-0.02975000900659218,5.432507969923286,2.126373994713076,9.13662861927493,22.209687488555872,31.297727937416703,0.3408010196578264,0.0011834902896514063,-0.005142288505613167,6.914798841891845,5.971893473509434,0.9863494174011993,2.0412193656445035,5.306920218150596,within_session_rate_spearman;population_rate_speed_correlation,medium
